node_index,node_name,domain,op_type,layer,operator_category,projection_class,K,N,dtype,weight_initializer,source_weight_bytes,activation_bytes,output_bytes,reuse,external_data_file,external_data_offset,estimated_memory_address,candidate_cluster,candidate_channel,candidate_bundle,evidence_type
5526,/model/layers.18/self_attn/q_norm/Sqrt,,Sqrt,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5527,/model/layers.18/self_attn/q_norm/Constant_2,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5528,/model/layers.18/self_attn/q_norm/Div,,Div,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5529,/model/layers.18/self_attn/q_norm/Mul,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5530,/model/layers.18/self_attn/q_norm/Mul_1,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5531,/model/layers.18/self_attn/k_norm/Cast,,Cast,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5532,/model/layers.18/self_attn/k_norm/Constant,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5533,/model/layers.18/self_attn/k_norm/Pow,,Pow,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5534,/model/layers.18/self_attn/k_norm/ReduceMean,,ReduceMean,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5535,/model/layers.18/self_attn/k_norm/Constant_1,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5536,/model/layers.18/self_attn/k_norm/Add,,Add,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5537,/model/layers.18/self_attn/k_norm/Sqrt,,Sqrt,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5538,/model/layers.18/self_attn/k_norm/Constant_2,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5539,/model/layers.18/self_attn/k_norm/Div,,Div,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5540,/model/layers.18/self_attn/k_norm/Mul,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5541,/model/layers.18/self_attn/k_norm/Mul_1,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5542,/model/layers.18/self_attn/Mul,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5543,/model/layers.18/self_attn/Shape_2,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5544,/model/layers.18/self_attn/Constant_8,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5545,/model/layers.18/self_attn/Gather_2,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5546,/model/layers.18/self_attn/Constant_9,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5547,/model/layers.18/self_attn/Div,,Div,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5548,/model/layers.18/self_attn/Cast,,Cast,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5549,/model/layers.18/self_attn/Cast_1,,Cast,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5550,/model/layers.18/self_attn/Constant_10,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5551,/model/layers.18/self_attn/Constant_11,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5552,/model/layers.18/self_attn/Constant_12,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5553,/model/layers.18/self_attn/Unsqueeze_6,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5554,/model/layers.18/self_attn/Constant_13,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5555,/model/layers.18/self_attn/Slice,,Slice,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5556,/model/layers.18/self_attn/Constant_14,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5557,/model/layers.18/self_attn/Constant_15,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5558,/model/layers.18/self_attn/Unsqueeze_7,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5559,/model/layers.18/self_attn/Constant_16,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5560,/model/layers.18/self_attn/Constant_17,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5561,/model/layers.18/self_attn/Slice_1,,Slice,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5562,/model/layers.18/self_attn/Neg,,Neg,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5563,/model/layers.18/self_attn/Concat_3,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5564,/model/layers.18/self_attn/Mul_1,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5565,/model/layers.18/self_attn/Add,,Add,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5566,/model/layers.18/self_attn/Mul_2,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5567,/model/layers.18/self_attn/Shape_3,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5568,/model/layers.18/self_attn/Constant_18,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5569,/model/layers.18/self_attn/Gather_3,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5570,/model/layers.18/self_attn/Constant_19,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5571,/model/layers.18/self_attn/Div_1,,Div,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5572,/model/layers.18/self_attn/Cast_2,,Cast,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5573,/model/layers.18/self_attn/Cast_3,,Cast,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5574,/model/layers.18/self_attn/Constant_20,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5575,/model/layers.18/self_attn/Constant_21,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5576,/model/layers.18/self_attn/Constant_22,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5577,/model/layers.18/self_attn/Unsqueeze_8,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5578,/model/layers.18/self_attn/Constant_23,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5579,/model/layers.18/self_attn/Slice_2,,Slice,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5580,/model/layers.18/self_attn/Constant_24,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5581,/model/layers.18/self_attn/Constant_25,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5582,/model/layers.18/self_attn/Unsqueeze_9,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5583,/model/layers.18/self_attn/Constant_26,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5584,/model/layers.18/self_attn/Constant_27,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5585,/model/layers.18/self_attn/Slice_3,,Slice,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5586,/model/layers.18/self_attn/Neg_1,,Neg,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5587,/model/layers.18/self_attn/Concat_4,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5588,/model/layers.18/self_attn/Mul_3,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5589,/model/layers.18/self_attn/Add_1,,Add,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5590,/model/layers.18/self_attn/Concat_5,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5591,/model/layers.18/self_attn/Concat_6,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5592,/model/layers.18/self_attn/Shape_4,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5593,/model/layers.18/self_attn/Constant_28,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5594,/model/layers.18/self_attn/Gather_4,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5595,/model/layers.18/self_attn/Shape_5,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5596,/model/layers.18/self_attn/Constant_29,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5597,/model/layers.18/self_attn/Gather_5,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5598,/model/layers.18/self_attn/Shape_6,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5599,/model/layers.18/self_attn/Constant_30,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5600,/model/layers.18/self_attn/Gather_6,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5601,/model/layers.18/self_attn/Shape_7,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5602,/model/layers.18/self_attn/Constant_31,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5603,/model/layers.18/self_attn/Gather_7,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5604,/model/layers.18/self_attn/Constant_32,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5605,/model/layers.18/self_attn/Unsqueeze_10,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5606,/model/layers.18/self_attn/Constant_33,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5607,/model/layers.18/self_attn/Unsqueeze_11,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5608,/model/layers.18/self_attn/Constant_34,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5609,/model/layers.18/self_attn/Unsqueeze_12,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5610,/model/layers.18/self_attn/Constant_35,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5611,/model/layers.18/self_attn/Constant_36,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5612,/model/layers.18/self_attn/Unsqueeze_13,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5613,/model/layers.18/self_attn/Constant_37,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5614,/model/layers.18/self_attn/Unsqueeze_14,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5615,/model/layers.18/self_attn/Concat_7,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5616,/model/layers.18/self_attn/Constant_38,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5617,/model/layers.18/self_attn/Reshape_3,,Reshape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5618,/model/layers.18/self_attn/Shape_8,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5619,/model/layers.18/self_attn/ConstantOfShape,,ConstantOfShape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5620,/model/layers.18/self_attn/Constant_39,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5621,/model/layers.18/self_attn/Mul_4,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5622,/model/layers.18/self_attn/Equal,,Equal,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5623,/model/layers.18/self_attn/Where,,Where,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5624,/model/layers.18/self_attn/Expand,,Expand,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5625,/model/layers.18/self_attn/Constant_40,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5626,/model/layers.18/self_attn/Mul_5,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5627,Constant_8365,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5628,/model/layers.18/self_attn/Unsqueeze_15,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5629,Constant_8367,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5630,/model/layers.18/self_attn/Unsqueeze_16,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5631,Constant_8369,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5632,/model/layers.18/self_attn/Unsqueeze_17,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5633,Constant_8371,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5634,/model/layers.18/self_attn/Unsqueeze_18,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5635,/model/layers.18/self_attn/Concat_8,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5636,/model/layers.18/self_attn/Reshape_4,,Reshape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5637,/model/layers.18/self_attn/Shape_9,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5638,/model/layers.18/self_attn/Constant_41,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5639,/model/layers.18/self_attn/Gather_8,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5640,/model/layers.18/self_attn/Shape_10,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5641,/model/layers.18/self_attn/Constant_42,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5642,/model/layers.18/self_attn/Gather_9,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5643,/model/layers.18/self_attn/Shape_11,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5644,/model/layers.18/self_attn/Constant_43,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5645,/model/layers.18/self_attn/Gather_10,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5646,/model/layers.18/self_attn/Shape_12,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5647,/model/layers.18/self_attn/Constant_44,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5648,/model/layers.18/self_attn/Gather_11,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5649,/model/layers.18/self_attn/Constant_45,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5650,/model/layers.18/self_attn/Unsqueeze_19,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5651,/model/layers.18/self_attn/Constant_46,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5652,/model/layers.18/self_attn/Unsqueeze_20,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5653,/model/layers.18/self_attn/Constant_47,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5654,/model/layers.18/self_attn/Unsqueeze_21,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5655,/model/layers.18/self_attn/Constant_48,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5656,/model/layers.18/self_attn/Constant_49,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5657,/model/layers.18/self_attn/Unsqueeze_22,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5658,/model/layers.18/self_attn/Constant_50,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5659,/model/layers.18/self_attn/Unsqueeze_23,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5660,/model/layers.18/self_attn/Concat_9,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5661,/model/layers.18/self_attn/Constant_51,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5662,/model/layers.18/self_attn/Reshape_5,,Reshape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5663,/model/layers.18/self_attn/Shape_13,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5664,/model/layers.18/self_attn/ConstantOfShape_1,,ConstantOfShape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5665,/model/layers.18/self_attn/Constant_52,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5666,/model/layers.18/self_attn/Mul_6,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5667,/model/layers.18/self_attn/Equal_1,,Equal,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5668,/model/layers.18/self_attn/Where_1,,Where,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5669,/model/layers.18/self_attn/Expand_1,,Expand,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5670,/model/layers.18/self_attn/Constant_53,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5671,/model/layers.18/self_attn/Mul_7,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5672,Constant_8410,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5673,/model/layers.18/self_attn/Unsqueeze_24,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5674,Constant_8412,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5675,/model/layers.18/self_attn/Unsqueeze_25,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5676,Constant_8414,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5677,/model/layers.18/self_attn/Unsqueeze_26,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5678,Constant_8416,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5679,/model/layers.18/self_attn/Unsqueeze_27,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5680,/model/layers.18/self_attn/Concat_10,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5681,/model/layers.18/self_attn/Reshape_6,,Reshape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5682,/model/layers.18/self_attn/Shape_14,,Shape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5683,/model/layers.18/self_attn/Constant_54,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5684,/model/layers.18/self_attn/Gather_12,,Gather,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5685,/model/layers.18/self_attn/Constant_55,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5686,/model/layers.18/self_attn/Constant_56,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5687,/model/layers.18/self_attn/Constant_57,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5688,/model/layers.18/self_attn/Unsqueeze_28,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5689,/model/layers.18/self_attn/Constant_58,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5690,/model/layers.18/self_attn/Slice_4,,Slice,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5691,/model/layers.18/self_attn/Transpose_3,,Transpose,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5692,/model/layers.18/self_attn/Constant_59,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5693,/model/layers.18/self_attn/Mul_8,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5694,/model/layers.18/self_attn/Constant_60,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5695,/model/layers.18/self_attn/Mul_9,,Mul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5696,/model/layers.18/self_attn/MatMul,,MatMul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5697,/model/layers.18/self_attn/Constant_61,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5698,/model/layers.18/self_attn/Constant_62,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5699,/model/layers.18/self_attn/Where_2,,Where,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5700,/model/layers.18/self_attn/Add_2,,Add,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5701,/model/layers.18/self_attn/Softmax,,Softmax,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5702,/model/layers.18/self_attn/IsNaN,,IsNaN,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5703,/model/layers.18/self_attn/Constant_63,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5704,/model/layers.18/self_attn/Where_3,,Where,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5705,/model/layers.18/self_attn/MatMul_1,,MatMul,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5706,/model/layers.18/self_attn/Transpose_4,,Transpose,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5707,Constant_8445,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5708,/model/layers.18/self_attn/Unsqueeze_29,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5709,Constant_8447,,Constant,,other,,,,,,,,,,,,,,,,graph-derived
5710,/model/layers.18/self_attn/Unsqueeze_30,,Unsqueeze,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5711,/model/layers.18/self_attn/Constant_64,,Constant,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5712,/model/layers.18/self_attn/Concat_11,,Concat,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5713,/model/layers.18/self_attn/Reshape_7,,Reshape,18,attention_non_projection,,,,,,,,,,,,,,,,graph-derived
5714,/model/layers.18/self_attn/o_proj/MatMul,,MatMul,18,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10467,4718592,4096,4608,once_per_decode_token,model.onnx_data,3147676160,3147676160,3,2,0,graph-derived
5715,/model/layers.18/post_attention_layernorm/Cast,,Cast,18,other,,,,,,,,,,,,,,,,graph-derived
5716,/model/layers.18/post_attention_layernorm/Constant,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5717,/model/layers.18/post_attention_layernorm/Pow,,Pow,18,other,,,,,,,,,,,,,,,,graph-derived
5718,/model/layers.18/post_attention_layernorm/ReduceMean,,ReduceMean,18,other,,,,,,,,,,,,,,,,graph-derived
5719,/model/layers.18/post_attention_layernorm/Constant_1,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5720,/model/layers.18/post_attention_layernorm/Add,,Add,18,other,,,,,,,,,,,,,,,,graph-derived
5721,/model/layers.18/post_attention_layernorm/Sqrt,,Sqrt,18,other,,,,,,,,,,,,,,,,graph-derived
5722,/model/layers.18/post_attention_layernorm/Constant_2,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5723,/model/layers.18/post_attention_layernorm/Div,,Div,18,other,,,,,,,,,,,,,,,,graph-derived
5724,/model/layers.18/post_attention_layernorm/Mul,,Mul,18,other,,,,,,,,,,,,,,,,graph-derived
5725,/model/layers.18/post_attention_layernorm/Mul_1,,Mul,18,other,,,,,,,,,,,,,,,,graph-derived
5726,/model/layers.18/Add,,Add,18,other,,,,,,,,,,,,,,,,graph-derived
5727,/model/layers.18/pre_feedforward_layernorm/Cast,,Cast,18,other,,,,,,,,,,,,,,,,graph-derived
5728,/model/layers.18/pre_feedforward_layernorm/Constant,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5729,/model/layers.18/pre_feedforward_layernorm/Pow,,Pow,18,other,,,,,,,,,,,,,,,,graph-derived
5730,/model/layers.18/pre_feedforward_layernorm/ReduceMean,,ReduceMean,18,other,,,,,,,,,,,,,,,,graph-derived
5731,/model/layers.18/pre_feedforward_layernorm/Constant_1,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5732,/model/layers.18/pre_feedforward_layernorm/Add,,Add,18,other,,,,,,,,,,,,,,,,graph-derived
5733,/model/layers.18/pre_feedforward_layernorm/Sqrt,,Sqrt,18,other,,,,,,,,,,,,,,,,graph-derived
5734,/model/layers.18/pre_feedforward_layernorm/Constant_2,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5735,/model/layers.18/pre_feedforward_layernorm/Div,,Div,18,other,,,,,,,,,,,,,,,,graph-derived
5736,/model/layers.18/pre_feedforward_layernorm/Mul,,Mul,18,other,,,,,,,,,,,,,,,,graph-derived
5737,/model/layers.18/pre_feedforward_layernorm/Mul_1,,Mul,18,other,,,,,,,,,,,,,,,,graph-derived
5738,/model/layers.18/mlp/gate_proj/MatMul,,MatMul,18,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10472,31850496,4608,27648,once_per_decode_token,model.onnx_data,3152403968,3152403968,0,0,2,graph-derived
5739,/model/layers.18/mlp/act_fn/Mul,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5740,/model/layers.18/mlp/act_fn/Mul_1,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5741,/model/layers.18/mlp/act_fn/Constant,,Constant,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5742,/model/layers.18/mlp/act_fn/Mul_2,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5743,/model/layers.18/mlp/act_fn/Add,,Add,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5744,/model/layers.18/mlp/act_fn/Constant_1,,Constant,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5745,/model/layers.18/mlp/act_fn/Mul_3,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5746,/model/layers.18/mlp/act_fn/Tanh,,Tanh,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5747,/model/layers.18/mlp/act_fn/Constant_2,,Constant,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5748,/model/layers.18/mlp/act_fn/Add_1,,Add,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5749,/model/layers.18/mlp/act_fn/Mul_4,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5750,/model/layers.18/mlp/act_fn/Constant_3,,Constant,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5751,/model/layers.18/mlp/act_fn/Mul_5,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5752,/model/layers.18/mlp/up_proj/MatMul,,MatMul,18,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10473,31850496,4608,27648,once_per_decode_token,model.onnx_data,3184254464,3184254464,1,3,0,graph-derived
5753,/model/layers.18/mlp/Mul,,Mul,18,mlp_non_projection,,,,,,,,,,,,,,,,graph-derived
5754,/model/layers.18/mlp/down_proj/MatMul,,MatMul,18,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10474,31850496,27648,4608,once_per_decode_token,model.onnx_data,3216104960,3216104960,2,3,2,graph-derived
5755,/model/layers.18/post_feedforward_layernorm/Cast,,Cast,18,other,,,,,,,,,,,,,,,,graph-derived
5756,/model/layers.18/post_feedforward_layernorm/Constant,,Constant,18,other,,,,,,,,,,,,,,,,graph-derived
5757,/model/layers.18/post_feedforward_layernorm/Pow,,Pow,18,other,,,,,,,,,,,,,,,,graph-derived
5758,/model/layers.18/post_feedforward_layernorm/ReduceMean,,ReduceMean,18,other,,,,,,,,,,,,,,,,graph-derived
